Genetree,reference1,Mmi-a,Mmi-b,Han-a,Han-b,Sre-a,Sre-b,Cca-a,Cti-a,Eca-a,Cso-a
Asterales_Lsa_chr1_gene83,Lsa1g0083|XP_023762347|(3979284-3981033),none,none,none,none,none,none,Cca4g0303|XP_024971883|(11520470-11522611),Cti6g3252|CtAH06T0325200.1|(92293722-92296238),Eca7g1162|XP_043636027|(23239188-23241606),Cso2g1117|KAJ9560495.1|(20923499-20923570)
Asterales_Lsa_chr1_gene84,Lsa1g0084|XP_023762346|(3983890-3986577),Mmi12g0801|KAD4584748.1|(18618276-18624631),none,none,Han4g1340|XP_022038603|(66487136-66491684),Sre1g3144|Streb.1G031440.1|(109560774-109564682),none,Cca4g0302|XP_024972348|(11507304-11513579),Cti6g3253|CtAH06T0325300.1|(92300487-92305363),Eca7g1161|XP_043636026|(23234118-23237931),Cso2g1118|KAJ9560491.1|(20926209-20926304)
Asterales_Lsa_chr1_gene85,Lsa1g0085|XP_023762345|(4055364-4056748),Mmi12g0802|KAD4584749.1|(18627841-18631426),none,Han2g1363|XP_022019646|(111241647-111244844),Han4g1339|XP_022038604|(66483732-66486592),Sre2g5786|Streb.2G057860.1|(173289488-173291478),Sre8g1469|Streb.8G014690.1|(38738754-38741489),Cca4g0301|XP_024972321|(11488266-11490800),Cti6g3254|CtAH06T0325400.1|(92307859-92313817),Eca7g1160|XP_043636347|(23223695-23225809),Cso2g1119|KAJ9560494.1|(20936346-20936816)
Asterales_Lsa_chr1_gene86,Lsa1g0086|XP_042752140|(4097283-4099657),none,none,none,none,Sre2g5787|Streb.2G057870.1|(173292823-173295931),none,none,Cti6g3255|CtAH06T0325500.1|(92315423-92329820),Eca7g1158|XP_043638109|(23211704-23213910),Cso2g1123|KAJ9560497.1|(20966511-20967372)
Asterales_Lsa_chr1_gene87,Lsa1g0087|XP_023760840|(4105968-4108288),none,none,Han2g1362|XP_021997049|(111147754-111149926),none,Sre2g5788|Streb.2G057880.1|(173300100-173302788),none,Cca4g0300|XP_024971981|(11478341-11480546),none,Eca7g1155|XP_043638105|(23158886-23160994),Cso2g1126|KAJ9560392.1|(21002487-21002919)
Asterales_Lsa_chr1_gene88,Lsa1g0088|XP_023760895|(4126119-4127694),none,none,none,none,Sre2g5790|Streb.2G057900.1|(173329129-173330978),none,Cca4g0299|XP_024972345|(11467287-11469999),Cti6g3260|CtAH06T0326000.1|(92354262-92364431),none,none
Asterales_Lsa_chr1_gene89,Lsa1g0089|XP_023760894|(4128860-4131974),none,Mmi5g0894|KAD6119518.1|(60378920-60382261),Han2g1361|XP_022019653|(111125748-111130439),Han4g1337|XP_022038602|(66446522-66457356),none,Sre8g1471|Streb.8G014710.1|(38813578-38816518),Cca4g0298|XP_024972408|(11461538-11466512),Cti6g3261|CtAH06T0326100.1|(92366110-92372125),none,Cso2g1131|KAJ9560500.1|(21183906-21183950)
Asterales_Lsa_chr1_gene90,Lsa1g0090|XP_023760839|(4169879-4171756),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene91,Lsa1g0091|XP_023760892|(4174756-4178028),none,Mmi5g0893|KAD6119517.1|(60356007-60357705),Han2g1360|XP_022019667|(111036413-111039969),none,none,Sre8g1473|Streb.8G014730.1|(38837753-38840489),Cca4g0297|XP_024973047|(11448695-11451054),Cti6g3263|CtAH06T0326300.1|(92398694-92401695),Eca7g1152|XP_043636079|(23111106-23115095),Cso2g1135|KAJ9560530.1|(21240996-21241303)
Asterales_Lsa_chr1_gene92,Lsa1g0092|XP_023760890|(4216758-4217860),none,Mmi5g0892|KAD6119516.1|(60334450-60335376),Han2g1355|XP_022019689|(110792764-110793914),none,none,Sre8g1474|Streb.8G014740.1|(38989508-38990430),Cca4g0296|XP_024973174|(11411281-11412408),Cti6g3264|CtAH06T0326400.1|(92412643-92414123),Eca7g1151|XP_043637108|(23076576-23077621),Cso2g1138|KAJ9560533.1|(21273211-21273641)
Asterales_Lsa_chr1_gene93,Lsa1g0093|XP_023760889|(4263088-4264263),none,Mmi5g0891|KAD6119515.1|(60312114-60313040),Han2g1352|XP_022017784|(110511048-110512166),none,Sre2g5791|Streb.2G057910.1|(173332939-173333882),Sre8g1475|Streb.8G014750.1|(39094446-39095623),Cca4g0295|XP_024972478|(11392859-11393926),none,none,none
Asterales_Lsa_chr1_gene94,Lsa1g0094|XP_023760888|(4277255-4278293),none,Mmi5g0890|KAD6119514.1|(60249556-60250482),Han2g1351|XP_022017792|(110405139-110406288),none,Sre2g5793|Streb.2G057930.1|(173356031-173356974),none,Cca4g0294|XP_024973013|(11375558-11376676),none,Eca7g1150|XP_043636408|(22976137-22977231),none
Asterales_Lsa_chr1_gene95,Lsa1g0095|XP_023760887|(4311791-4313572),Mmi12g0804|KAD4584751.1|(18784252-18796234),none,none,none,Sre1g3146|Streb.1G031460.1|(109635220-109636859),none,none,Cti6g3265|CtAH06T0326500.1|(92439926-92441960),Eca7g1149|XP_043636726|(22945129-22956033),Cso2g1140|KAJ9560403.1|(21341200-21341713)
Asterales_Lsa_chr1_gene96,Lsa1g0096|XP_023760886|(4333526-4335262),Mmi12g0805|KAD4584752.1|(18808408-18810402),none,none,Han4g1336|XP_022038601|(66400576-66403409),Sre1g3147|Streb.1G031470.1|(109641010-109643711),none,none,Cti6g3266|CtAH06T0326600.1|(92440872-92461732),Eca7g1148|XP_043636222|(22900973-22903185),Cso2g1141|KAJ9560404.1|(21359360-21359873)
Asterales_Lsa_chr1_gene97,Lsa1g0097|XP_023760884|(4359761-4363284),none,Mmi5g0838|KAD6119462.1|(58992970-58994178),Han2g1305|XP_022018157|(104641169-104643205),none,none,Sre8g1502|Streb.8G015020.1|(41197677-41198876),Cca4g0291|XP_024971867|(11335694-11340856),Cti6g3270|CtAH06T0327000.1|(92517044-92521569),Eca7g1143|XP_043636437|(22809226-22814568),none
Asterales_Lsa_chr1_gene98,Lsa1g0098|XP_023760836|(4365671-4371246),none,Mmi5g0840|KAD6119464.1|(59022452-59028501),Han2g1306|XP_022018179|(104727159-104732990),none,none,Sre8g1501|Streb.8G015010.1|(40981660-40988046),Cca4g0290|XP_024971980|(11319315-11327924),Cti6g3271|CtAH06T0327100.1|(92523985-92535076),Eca7g1142|XP_043637069|(22799468-22807727),none
Asterales_Lsa_chr1_gene99,Lsa1g0099|XP_023760879|(4371881-4375706),Mmi12g0806|KAD4584753.1|(18876374-18880360),none,none,Han4g1334|XP_022035020|(66144000-66147706),Sre1g3148|Streb.1G031480.1|(109704776-109709009),none,Cca4g0289|XP_024972884|(11310820-11316745),Cti6g3272|CtAH06T0327200.1|(92536411-92543419),none,Cso2g1145|KAJ9560389.1|(21523859-21524171)
Asterales_Lsa_chr1_gene100,Lsa1g0100|XP_023760828|(4533755-4535465),none,Mmi5g0841|KAD6119465.1|(59061363-59062838),Han2g1308|XP_022018903|(105035566-105037113),none,none,Sre8g1500|Streb.8G015000.1|(40824994-40826854),Cca4g0288|XP_024972261|(11286698-11288223),Cti6g3275|CtAH06T0327500.1|(92580244-92581830),none,Cso2g1146|KAJ9560390.1|(21563741-21563873)
Asterales_Lsa_chr1_gene101,Lsa1g0101|XP_023760835|(4859916-4860773),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene102,Lsa1g0102|XP_042756544|(4997108-5000695),none,none,none,none,none,none,Cca4g0286|XP_024971979|(11261592-11265133),Cti6g3282|CtAH06T0328200.1|(92662577-92665865),none,Cso2g1154|KAJ9561067.1|(21670911-21673713)
Asterales_Lsa_chr1_gene103,Lsa1g0103|XP_023760834|(5070395-5070823),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene104,Lsa1g0104|XP_023760875|(5167150-5168980),none,Mmi5g0843|KAD6119467.1|(59108957-59109487),Han2g1316|XP_022018910|(106156611-106158136),none,Sre2g5807|Streb.2G058070.1|(173637639-173639369),none,Cca4g0272|XP_024972784|(11060154-11061897),none,Eca7g1141|XP_043637194|(22790939-22792216),none
Asterales_Lsa_chr1_gene105,Lsa1g0105|XP_023760832|(5230447-5242763),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene106,Lsa1g0106|XP_023760831|(5271635-5272108),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene107,Lsa1g0107|XP_023760874|(5282747-5284643),none,none,Han2g1319|XP_022019182|(106611948-106614530),none,none,none,Cca4g0273|XP_024973335|(11087990-11089546),Cti6g3288|CtAH06T0328800.1|(92784184-92795306),Eca7g1140|XP_043636671|(22770806-22773387),none
Asterales_Lsa_chr1_gene108,Lsa1g0108|XP_023760873|(5330874-5336417),Mmi12g0808|KAD4584755.1|(18958006-18968444),Mmi5g0873|KAD6119497.1|(59862918-59870907),Han2g1320|XP_022019187|(106705095-106711837),Han4g1333|XP_022035019|(65818217-65822743),Sre1g3149|Streb.1G031490.1|(109710972-109718146),Sre8g1499|Streb.8G014990.1|(40725939-40732082),Cca4g0274|XP_024972722|(11098351-11106633),Cti6g3290|CtAH06T0329000.1|(92804013-92816414),Eca7g1139|XP_043635808|(22739237-22746649),none
Asterales_Lsa_chr1_gene109,Lsa1g0109|XP_023760872|(5347857-5350606),none,Mmi5g0872|KAD6119496.1|(59856382-59858775),Han2g1324|XP_022019054|(107006631-107010813),Han11g0063|XP_021992316|(1666580-1673456),none,Sre8g1498|Streb.8G014980.1|(40702220-40709875),Cca4g0275|XP_024973347|(11109848-11118438),Cti6g3291|CtAH06T0329100.1|(92819590-92828749),Eca7g1137|XP_043636565|(22681718-22688398),Cso2g1160|KAJ9560509.1|(22199082-22199354)
Asterales_Lsa_chr1_gene110,Lsa1g0110|XP_023760871|(5386245-5394070),none,Mmi5g0870|KAD6119494.1|(59824267-59834095),none,Han4g1331|XP_022035018|(65755231-65765932),Sre2g5808|Streb.2G058080.1|(173664075-173669839),none,Cca4g0276|XP_024972248|(11137278-11147799),Cti6g3292|CtAH06T0329200.1|(92852159-92863967),Eca7g1136|XP_043638503|(22664517-22673289),Cso2g1161|KAJ9560507.1|(22240236-22241565)
Asterales_Lsa_chr1_gene111,Lsa1g0111|XP_023760870|(5397478-5401317),none,Mmi5g0869|KAD6119493.1|(59797042-59799340),none,none,none,none,Cca4g0277|XP_024972682|(11152085-11156565),Cti6g3293|CtAH06T0329300.1|(92867219-92874538),Eca7g1135|XP_043637207|(22647084-22650367),Cso2g1164|KAJ9560508.1|(22264234-22264299)
Asterales_Lsa_chr1_gene112,Lsa1g0112|XP_023760867|(5401634-5404468),Mmi12g0809|KAD4584756.1|(18971489-18975799),none,none,Han4g1330|XP_022035017|(65734299-65739608),Sre1g3154|Streb.1G031540.1|(109798078-109803174),none,Cca4g0278|XP_024973138|(11156964-11160038),Cti6g3294|CtAH06T0329400.1|(92874951-92878803),Eca7g1134|XP_043636873|(22638947-22644013),none
Asterales_Lsa_chr1_gene113,Lsa1g0113|XP_023760866|(5407141-5408875),none,Mmi5g0868|KAD6119492.1|(59787208-59788429),none,Han11g0061|XP_021992315|(1660451-1662841),none,none,Cca4g0279|XP_024972252|(11178816-11181015),Cti6g3295|CtAH06T0329500.1|(92884135-92886710),Eca7g1132|XP_043636960|(22623619-22625943),Cso2g1167|KAJ9560651.1|(22305051-22305213)
Asterales_Lsa_chr1_gene114,Lsa1g0114|XP_023760864|(5413207-5418439),none,Mmi5g0867|KAD6119491.1|(59777524-59781435),Han2g1325|XP_022019038|(107274180-107282113),Han11g0054|XP_021992319|(1493660-1499743),none,none,Cca4g0270|XP_024972410|(10916793-10919870),Cti6g3296|CtAH06T0329600.1|(92892164-92898517),Eca7g1131|XP_043636832|(22612191-22621202),Cso2g1168|KAJ9560652.1|(22313092-22313095)
Asterales_Lsa_chr1_gene115,Lsa1g0115|XP_042752049|(5427414-5430848),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene116,Lsa1g0116|XP_023760861|(5497430-5500604),Mmi12g0811|KAD4584758.1|(19015612-19018375),Mmi5g0866|KAD6119490.1|(59757346-59759551),Han2g1327|XP_022026643|(107481394-107484111),Han4g1328|XP_022035016|(65680074-65684221),Sre1g3157|Streb.1G031570.1|(109849958-109851287),Sre8g1486|Streb.8G014860.1|(39914565-39916322),Cca4g0268|XP_024972436|(10887332-10893430),Cti6g3300|CtAH06T0330000.1|(92967421-92972400),Eca7g1130|XP_043637683|(22588174-22594377),Cso2g1175|KAJ9560400.1|(22577837-22577899)
Asterales_Lsa_chr1_gene117,Lsa1g0117|XP_023760860|(5504787-5507505),none,Mmi5g0865|KAD6119489.1|(59749271-59751002),Han2g1328|XP_022018440|(107589169-107593522),none,none,Sre8g1488|Streb.8G014880.1|(40034839-40038131),Cca4g0266|XP_024972694|(10870687-10872974),Cti6g3301|CtAH06T0330100.1|(92975814-92979412),Eca7g1129|XP_043637237|(22582056-22584895),Cso2g1176|KAJ9560401.1|(22584856-22584985)
Asterales_Lsa_chr1_gene118,Lsa1g0118|XP_023760859|(5524786-5528605),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene119,Lsa1g0119|XP_023760852|(5529302-5536411),none,Mmi5g0864|KAD6119488.1|(59735546-59743865),Han2g1329|XP_022018425|(107610270-107619737),Han11g0048|XP_035835364|(1164364-1177774),none,Sre8g1489|Streb.8G014890.1|(40038693-40045844),Cca4g0265|XP_024971843|(10851989-10864211),Cti6g3302|CtAH06T0330200.1|(92980261-92995092),Eca7g1127|XP_043636245|(22550677-22560876),none
Asterales_Lsa_chr1_gene120,Lsa1g0120|XP_023760851|(5581582-5583522),none,Mmi5g0863|KAD6119487.1|(59726211-59727122),Han2g1330|XP_022018417|(107651039-107653195),none,none,Sre8g1491|Streb.8G014910.1|(40136503-40139647),Cca4g0264|XP_024972937|(10845659-10849552),Cti6g3303|CtAH06T0330300.1|(92997370-93000197),Eca7g1126|XP_043636342|(22533945-22537560),none
Asterales_Lsa_chr1_gene121,Lsa1g0121|XP_023760825|(5593744-5596462),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene122,Lsa1g0122|XP_023760850|(5733188-5737240),none,Mmi5g0859|KAD6119483.1|(59570054-59575012),Han2g1333|XP_022018389|(108279485-108283986),Han11g0044|XP_021992267|(1031079-1036336),Sre2g5820|Streb.2G058200.1|(173783935-173789185),Sre8g1496|Streb.8G014960.1|(40431602-40437696),Cca4g0261|XP_024972375|(10772859-10777634),Cti6g3305|CtAH06T0330500.1|(93050514-93056757),Eca7g1124|XP_043637139|(22402915-22406758),none
Asterales_Lsa_chr1_gene123,Lsa1g0123|XP_023760849|(5774720-5776422),none,Mmi5g0858|KAD6119482.1|(59556676-59557428),Han2g1334|XP_022018384|(108285583-108288170),none,Sre2g5824|Streb.2G058240.1|(173799921-173800673),Sre8g1495|Streb.8G014950.1|(40396455-40397207),Cca4g0260|XP_024972356|(10763744-10764669),none,Eca7g1123|XP_043637044|(22399957-22401010),none
Asterales_Lsa_chr1_gene124,Lsa1g0124|XP_023760845|(5801260-5802904),none,Mmi5g0857|KAD6119481.1|(59552522-59553658),Han2g1336|XP_035842179|(108398377-108400093),Han11g0041|XP_021992273|(1007927-1011316),none,Sre8g1494|Streb.8G014940.1|(40393178-40394304),Cca4g0258|XP_024971970|(10761177-10762169),Cti6g3306|CtAH06T0330600.1|(93059373-93069820),Eca7g1122|XP_043635764|(22320845-22323988),Cso2g1177|KAJ9560539.1|(22707298-22708388)
Asterales_Lsa_chr1_gene125,Lsa1g0125|XP_023760841|(5806671-5810048),none,Mmi5g0856|KAD6119480.1|(59528638-59535461),Han2g1339|XP_022018361|(108504538-108512513),none,none,Sre8g1482|Streb.8G014820.1|(39769070-39772840),Cca4g0256|XP_024972329|(10740302-10747520),Cti6g3307|CtAH06T0330700.2|(93080924-93090205),Eca7g1114|XP_043635702|(22186820-22196941),Cso2g1184|KAJ9560441.1|(22835434-22835486)
Asterales_Lsa_chr1_gene126,Lsa1g0126|XP_042752271|(5916219-5917983),none,Mmi5g0854|KAD6119478.1|(59464621-59466491),Han2g1275|XP_022019027|(102645614-102648539),none,none,Sre8g1509|Streb.8G015090.1|(41756938-41758572),Cca4g0229|XP_024973150|(10251884-10254417),Cti6g3340|CtAH06T0334000.1|(93529616-93534951),Eca7g1079|XP_043636716|(21271218-21273293),none
Asterales_Lsa_chr1_gene127,Lsa1g0127|XP_023728285|(6047306-6047785),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene128,Lsa1g0128|XP_023728286|(6054216-6055331),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene129,Lsa1g0129|XP_023728287|(6055712-6056893),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene130,Lsa1g0130|XP_023728253|(6067041-6069830),Mmi12g0821|KAD4584768.1|(19189992-19206815),Mmi5g0853|KAD6119477.1|(59405505-59445524),Han2g1281|XP_022016677|(103691434-103695457),none,none,none,Cca4g0228|XP_024972482|(10175924-10186542),Cti6g3339|CtAH06T0333900.1|(93493062-93501467),Eca7g1080|XP_043636302|(21436167-21441319),Cso2g1218|KAJ9560823.1|(23629173-23629292)
Asterales_Lsa_chr1_gene131,Lsa1g0131|XP_023728252|(6069833-6072920),Mmi12g0820|KAD4584767.1|(19162888-19185091),none,none,none,none,none,Cca4g0227|XP_024972365|(10173002-10175614),Cti6g3338|CtAH06T0333800.1|(93483092-93492248),Eca7g1083|XP_043637317|(21497999-21503745),Cso2g1217|KAJ9560820.1|(23615614-23616000)
Asterales_Lsa_chr1_gene132,Lsa1g0132|XP_023728254|(6075071-6077169),none,none,none,none,Sre2g5828|Streb.2G058280.1|(173843182-173844183),none,Cca4g0226|XP_024972650|(10168426-10171094),none,none,Cso2g1216|KAJ9560818.1|(23611126-23611712)
Asterales_Lsa_chr1_gene133,Lsa1g0133|XP_023728293|(6077270-6082889),none,none,Han2g1285|XP_022017496|(103915378-103920029),none,none,none,none,Cti6g3336|CtAH06T0333600.1|(93466582-93470277),Eca7g1085|XP_043636635|(21538911-21543461),Cso2g1209|KAJ9560477.1|(23522099-23522185)
Asterales_Lsa_chr1_gene134,Lsa1g0134|XP_023728257|(6111192-6115738),none,Mmi5g0826|KAD6119450.1|(58613201-58661464),Han2g1286|XP_022017480|(103921488-103927258),none,none,Sre8g1506|Streb.8G015060.1|(41614365-41623602),Cca4g0224|XP_024972719|(10109728-10141353),Cti6g3333|CtAH06T0333300.1|(93419118-93435118),Eca7g1089|XP_043636786|(21599184-21611955),none
Asterales_Lsa_chr1_gene135,Lsa1g0135|XP_023728258|(6125703-6128659),Mmi12g0816|KAD4584763.1|(19109818-19120403),none,none,Han4g1306|XP_022037499|(64185903-64189927),Sre1g3162|Streb.1G031620.1|(109962129-109966386),none,Cca4g0232|XP_024972391|(10301336-10308260),Cti6g3332|CtAH06T0333200.1|(93408856-93415271),Eca7g1090|XP_043636480|(21613397-21618611),Cso2g1206|KAJ9560486.1|(23339802-23339890)
Asterales_Lsa_chr1_gene136,Lsa1g0136|XP_023728294|(6154819-6158514),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene137,Lsa1g0137|XP_023728259|(6164632-6165363),none,Mmi5g0852|KAD6119476.1|(59382934-59384671),Han2g1293|XP_022016671|(104251430-104252265),none,none,Sre8g1507|Streb.8G015070.1|(41651795-41652591),Cca4g0233|XP_024972502|(10313055-10313861),none,Eca7g1091|XP_043637216|(21621782-21622501),none
Asterales_Lsa_chr1_gene138,Lsa1g0138|XP_023728288|(6185007-6189255),none,none,none,none,none,none,Cca4g0234|XP_024971963|(10316355-10320406),none,none,none
Asterales_Lsa_chr1_gene139,Lsa1g0139|XP_023728260|(6269899-6273045),Mmi12g0817|KAD4584764.1|(19121161-19125411),Mmi5g0851|KAD6119475.1|(59374405-59380291),none,Han4g1305|XP_022035243|(64120202-64125666),Sre1g3163|Streb.1G031630.1|(109966830-109971100),Sre8g1508|Streb.8G015080.1|(41653876-41657210),Cca4g0235|XP_024972486|(10341279-10349206),Cti6g3331|CtAH06T0333100.1|(93395567-93403142),Eca7g1092|XP_043637400|(21624271-21629270),Cso2g1205|KAJ9560487.1|(23320027-23320059)
Asterales_Lsa_chr1_gene140,Lsa1g0140|XP_023728261|(6275169-6277182),none,Mmi5g0850|KAD6119474.1|(59369085-59369957),none,none,none,none,Cca4g0236|XP_024973469|(10356009-10360569),Cti6g3330|CtAH06T0333000.1|(93382668-93388982),none,none
Asterales_Lsa_chr1_gene141,Lsa1g0141|XP_023728262|(6292611-6296259),none,Mmi5g0848|KAD6119472.1|(59329779-59333822),Han2g1294|XP_022016656|(104255196-104259120),none,none,Sre8g1505|Streb.8G015050.1|(41272572-41277279),Cca4g0239|XP_024973162|(10406052-10411014),Cti6g3327|CtAH06T0332700.1|(93351600-93357003),Eca7g1094|XP_043636218|(21659377-21663193),Cso2g1204|KAJ9560460.1|(23224180-23224411)
Asterales_Lsa_chr1_gene142,Lsa1g0142|XP_023728264|(6297311-6304145),Mmi12g0818|KAD4584765.1|(19132720-19142517),none,none,none,Sre1g3164|Streb.1G031640.1|(109972219-109982666),none,Cca4g0240|XP_024972274|(10428387-10454159),none,Eca7g1095|XP_043636860|(21700203-21710690),none
Asterales_Lsa_chr1_gene143,Lsa1g0143|XP_042751953|(6307819-6309091),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene144,Lsa1g0144|XP_042751956|(6310493-6312657),none,none,none,Han4g1304|XP_022035246|(64057993-64065179),none,none,none,Cti6g3325|CtAH06T0332500.1|(93329588-93349246),none,none
Asterales_Lsa_chr1_gene145,Lsa1g0145|XP_023728268|(6340955-6343648),Mmi12g0819|KAD4584766.1|(19152943-19155199),none,none,Han4g1302|XP_022035247|(64047607-64051653),Sre1g3165|Streb.1G031650.1|(109984558-109986903),none,none,Cti6g3322|CtAH06T0332200.1|(93299381-93310404),Eca7g1097|XP_043636147|(21735274-21739808),Cso2g1201|KAJ9560599.1|(23174920-23174924)
Asterales_Lsa_chr1_gene146,Lsa1g0146|XP_023728270|(6346374-6348621),none,none,none,none,none,none,Cca4g0242|XP_024972766|(10476801-10480098),Cti6g3323|CtAH06T0332300.1|(93311812-93317357),Eca7g1096|XP_043636551|(21722627-21727193),Cso2g1202|KAJ9560462.1|(23191000-23191533)
Asterales_Lsa_chr1_gene147,Lsa1g0147|XP_023728271|(6377600-6381575),none,none,Han2g1295|XP_035842115|(104357979-104363845),none,none,Sre8g1504|Streb.8G015040.1|(41239842-41245046),Cca4g0243|XP_024972944|(10483313-10491491),Cti6g3321|CtAH06T0332100.1|(93295976-93305743),Eca7g1098|XP_043635998|(21750618-21757969),Cso2g1195|KAJ9560606.1|(23152530-23152560)
Asterales_Lsa_chr1_gene148,Lsa1g0148|XP_023728272|(6431012-6432929),Mmi12g0814|KAD4584761.1|(19055127-19057167),Mmi5g0831|KAD6119455.1|(58794564-58796957),Han2g1296|XP_022016635|(104380367-104384751),Han4g1315|XP_021998104|(65012402-65028149),Sre1g3159|Streb.1G031590.1|(109870478-109876046),Sre8g1503|Streb.8G015030.1|(41235653-41237490),Cca4g0244|XP_024972439|(10495494-10497652),Cti6g3320|CtAH06T0332000.1|(93290444-93293236),Eca7g1100|XP_043636877|(21777418-21780950),none
Asterales_Lsa_chr1_gene149,Lsa1g0149|XP_023728274|(6454526-6455892),Mmi12g0813|KAD4584760.1|(19044822-19047469),Mmi5g0846|KAD6119470.1|(59220591-59227874),none,Han4g1313|XP_021998105|(64861695-64871936),Sre1g3160|Streb.1G031600.1|(109886706-109889551),none,Cca4g0246|XP_024972891|(10531995-10533552),Cti6g3317|CtAH06T0331700.1|(93267889-93272135),Eca7g1101|XP_043635643|(21798458-21800186),Cso2g1194|KAJ9560605.1|(23132058-23132519)
Asterales_Lsa_chr1_gene150,Lsa1g0150|XP_042751958|(6457057-6457740),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene151,Lsa1g0151|XP_023728295|(6494967-6495467),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene152,Lsa1g0152|XP_023728289|(6533911-6534336),none,none,none,none,none,none,none,none,none,none
Asterales_Lsa_chr1_gene153,Lsa1g0153|XP_023728275|(6537812-6541479),none,Mmi5g0845|KAD6119469.1|(59166649-59172039),Han2g1297|XP_022016610|(104464223-104470806),none,none,none,Cca4g0247|XP_024972918|(10555899-10558478),Cti6g3314|CtAH06T0331400.1|(93248557-93251250),Eca7g1104|XP_043638084|(21874266-21876628),Cso2g1190|KAJ9560677.1|(23046984-23047991)
